1814,1032
1815,1032
1816,1032
1817,1032
1818,1032
1819,1032
1821,1032
1822,1032
1822,1033
1821,1033
1820,1033
1819,1033
1818,1033
1817,1033
1816,1033
1815,1033
1810,1033
1809,1033
1808,1033
1807,1033
1802,1033
1801,1033
1800,1033
1799,1033
1798,1033
1797,1033
1797,1034
1798,1034
1799,1034
1800,1034
1801,1034
1802,1034
1806,1034
1807,1034
1808,1034
1809,1034
1810,1034
1814,1034
1815,1034
1819,1034
1820,1034
1814,1035
1813,1035
1810,1035
1809,1035
1808,1035
1807,1035
1806,1035
1805,1035
1804,1035
1802,1035
1801,1035
1800,1035
1799,1035
1798,1035
1797,1035
1798,1036
1799,1036
1800,1036
1801,1036
1802,1036
1803,1036
1804,1036
1805,1036
1806,1036
1807,1036
1808,1036
1809,1036
1810,1036
1811,1036
1812,1036
1813,1036
1812,1037
1811,1037
1810,1037
1809,1037
1808,1037
1807,1037
1806,1037
1805,1037
1804,1037
1803,1037
1802,1037
1801,1037
1800,1037
1799,1037
1800,1038
1801,1038
1802,1038
1803,1038
1804,1038
1805,1038
1806,1038
1807,1038
1808,1038
1809,1038
1810,1038
1811,1038
1809,1039
1808,1039
1807,1039
1806,1039
1805,1039
1804,1039
1803,1039
1802,1039
1801,1039
1802,1040
1803,1040
1804,1040
1805,1040
1806,1040
1807,1040
1808,1040
1808,1041
1807,1041
1806,1041
1805,1041
1804,1041
1803,1041
1802,1041
1802,1042
1803,1042
1804,1042
1805,1042
1806,1042
1807,1042
1808,1042
1809,1043
1808,1043
1807,1043
1806,1043
1804,1043
1803,1043
1802,1043
1802,1044
1803,1044
1807,1044
1808,1044
1809,1044
1809,1045
1808,1045
1807,1045
1806,1045
1804,1045
1803,1045
1802,1045
1801,1045
1800,1046
1801,1046
1802,1046
1803,1046
1804,1046
1805,1046
1806,1046
1807,1046
1808,1046
1808,1047
1807,1047
1806,1047
1805,1047
1804,1047
1803,1047
1802,1047
1801,1047
1800,1047
1799,1047
1798,1048
1799,1048
1800,1048
1801,1048
1802,1048
1803,1048
1804,1048
1805,1048
1806,1048
1807,1048
1808,1048
1809,1049
1808,1049
1807,1049
1806,1049
1805,1049
1804,1049
1803,1049
1802,1049
1801,1049
1800,1049
1799,1049
1798,1049
1797,1049
1797,1050
1798,1050
1799,1050
1800,1050
1801,1050
1802,1050
1803,1050
1804,1050
1805,1050
1806,1050
1807,1050
1808,1050
1809,1050
1810,1050
1811,1051
1810,1051
1809,1051
1808,1051
1807,1051
1806,1051
1805,1051
1804,1051
1803,1051
1802,1051
1801,1051
1800,1051
1799,1051
1798,1051
1797,1051
1797,1052
1798,1052
1799,1052
1800,1052
1801,1052
1802,1052
1803,1052
1804,1052
1808,1052
1809,1052
1810,1052
1811,1052
1812,1052
1813,1053
1812,1053
1811,1053
1810,1053
1809,1053
1808,1053
1803,1053
1802,1053
1801,1053
1800,1053
1799,1053
1798,1053
1797,1053
1796,1053
1796,1054
1797,1054
1798,1054
1799,1054
1800,1054
1801,1054
1802,1054
1807,1054
1808,1054
1809,1054
1810,1054
1811,1054
1812,1054
1813,1054
1813,1055
1812,1055
1811,1055
1810,1055
1809,1055
1808,1055
1807,1055
1806,1055
1805,1055
1802,1055
1801,1055
1800,1055
1799,1055
1798,1055
1797,1055
1796,1055
1795,1055
1794,1056
1795,1056
1796,1056
1797,1056
1798,1056
1799,1056
1800,1056
1801,1056
1802,1056
1803,1056
1804,1056
1805,1056
1806,1056
1807,1056
1808,1056
1809,1056
1810,1056
1811,1056
1812,1056
1813,1056
1812,1057
1811,1057
1810,1057
1809,1057
1808,1057
1807,1057
1806,1057
1805,1057
1804,1057
1803,1057
1802,1057
1801,1057
1800,1057
1799,1057
1795,1057
1794,1057
1794,1058
1795,1058
1796,1058
1799,1058
1800,1058
1801,1058
1802,1058
1803,1058
1804,1058
1805,1058
1806,1058
1807,1058
1808,1058
1809,1058
1810,1058
1811,1058
1810,1059
1809,1059
1805,1059
1804,1059
1803,1059
1802,1059
1801,1059
1800,1059
1799,1059
1798,1059
1797,1059
1796,1059
1795,1059
1794,1059
1795,1060
1796,1060
1797,1060
1798,1060
1799,1060
1800,1060
1801,1060
1802,1060
1803,1060
1804,1060
1803,1061
1802,1061
1801,1061
1800,1061
1799,1061
1798,1061
1797,1061
1796,1061
1797,1062
1798,1062
1799,1062
1800,1062
1801,1062
1802,1062
1801,1063
1800,1063
1799,1063
1798,1063
